Call Sign (String),Time Zone ID (String),Date (String),Temperature Sampled Low (°C),Temperature Sampled High (°C),Dew Point Sampled Low (°C),Dew Point Sampled High (°C),Wind Speed Min (kph),Wind Speed Max (kph),Gust Speed Max (kph),Wind Direction Dominant (degrees),Visibility Min (km),Visibility Max (km),Precipitation (mm),Snow Depth Max (mm),Pressure Altimeter Min (mbar),Pressure Altimeter Max (mbar),Min Cloud Layer Code (String),Min Cloud Layer Label (String),Max Cloud Layer Code (String),Max Cloud Layer Label (String),Weather Code 1 (String),Weather Label 1 (String),Weather Code 2 (String),Weather Label 2 (String),Weather Code 3 (String),Weather Label 3 (String),Weather Code 4 (String),Weather Label 4 (String),Weather Code 5 (String),Weather Label 5 (String),Weather Code 6 (String),Weather Label 6 (String),Weather Code 7 (String),Weather Label 7 (String),Weather Code 8 (String),Weather Label 8 (String),Weather Code 9 (String),Weather Label 9 (String),Weather Code 10 (String),Weather Label 10 (String),Weather Code 11 (String),Weather Label 11 (String),Weather Code 12 (String),Weather Label 12 (String)
VTSP,Asia/Bangkok,2020-06-06,24,30,23,26,0,18.52,,W,2,10,,,1007,1011,FEW,mostly clear,OVC,overcast,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,+RA,heavy rain,RA,rain,-RA,light rain,-DZ,light drizzle,VCSH,showers in the vicinity,,,,,,,,,,
VTSP,Asia/Bangkok,2020-06-07,24,28,23,25,0,37.04,55.56,W,4,10,,,1007,1010,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,RA,rain,RERA,recent rain,-RA,light rain,-DZ,light drizzle,VCSH,showers in the vicinity,,,,,,,,,,
VTSP,Asia/Bangkok,2020-06-08,23,31,22,26,0,16.67,31.48,W,3,10,,,1006,1010,FEW,mostly clear,OVC,overcast,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,RA,rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-06-09,23,31,23,27,0,29.63,50,W,3,10,,,1006,1009,FEW,mostly clear,BKN,mostly cloudy,RETSRA,recent thunderstorm with rain,TS,thunderstorm,-TSRA,thunderstorm with light rain,RA,rain,RERA,recent rain,-RA,light rain,-DZ,light drizzle,,,,,,,,,,
VTSP,Asia/Bangkok,2020-06-10,24,31,22,26,0,18.52,,W,6,10,,,1006,1010,FEW,mostly clear,BKN,mostly cloudy,RERA,recent rain,-RA,light rain,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-06-11,25,31,23,26,0,14.82,,E,8,10,,,1005,1009,FEW,mostly clear,SCT,partly cloudy,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-06-12,24,31,23,25,0,22.22,,W,5,10,,,1005,1009,FEW,mostly clear,BKN,mostly cloudy,RERA,recent rain,RESHRA,recent showers of rain,SHRA,showers of rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-06-13,24,31,23,26,1.85,24.08,42.6,W,5,10,,,1005,1008,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TS,thunderstorm,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,RA,rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,
VTSP,Asia/Bangkok,2020-06-14,24,30,23,27,0,20.37,,W,3,10,,,1006,1010,FEW,mostly clear,OVC,overcast,RETS,recent thunderstorm,RETSRA,recent thunderstorm with rain,TS,thunderstorm,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,RA,rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,
VTSP,Asia/Bangkok,2020-06-15,24,29,24,26,0,11.11,,NW,6,10,,,1008,1010,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TS,thunderstorm,RERA,recent rain,-RA,light rain,-DZ,light drizzle,VCSH,showers in the vicinity,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-06-16,24,30,24,26,0,12.96,,E,5,10,,,1007,1011,FEW,mostly clear,BKN,mostly cloudy,RETSRA,recent thunderstorm with rain,TSRA,thunderstorm with rain,-RA,light rain,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-06-17,25,31,24,26,0,16.67,,W,9,10,,,1007,1011,FEW,mostly clear,SCT,partly cloudy,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-06-18,23,31,23,25,0,20.37,,W,1.9,10,,,1007,1011,FEW,mostly clear,OVC,overcast,RETS,recent thunderstorm,TSRA,thunderstorm with rain,+RA,heavy rain,RA,rain,RERA,recent rain,-RA,light rain,-DZ,light drizzle,VCSH,showers in the vicinity,,,,,,,,
VTSP,Asia/Bangkok,2020-06-19,24,30,23,25,0,20.37,22.22,W,5,10,,,1007,1011,FEW,mostly clear,BKN,mostly cloudy,-TSRA,thunderstorm with light rain,RA,rain,RERA,recent rain,-RA,light rain,-DZ,light drizzle,VCSH,showers in the vicinity,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-06-20,25,31,24,26,0,20.37,,W,10,10,,,1006,1010,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-06-21,26,31,24,26,0,14.82,,W,10,10,,,1004,1009,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,-RA,light rain,-DZ,light drizzle,VCSH,showers in the vicinity,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-06-22,24,30,23,25,1.85,16.67,,W,6,10,,,1005,1009,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TS,thunderstorm,-TSRA,thunderstorm with light rain,-RA,light rain,-DZ,light drizzle,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-06-23,24,30,23,25,0,14.82,,W,5,10,,,1006,1010,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TS,thunderstorm,-TSRA,thunderstorm with light rain,RA,rain,RERA,recent rain,-RA,light rain,-DZ,light drizzle,,,,,,,,,,
VTSP,Asia/Bangkok,2020-06-24,25,32,24,26,0,14.82,,W,9,10,,,1005,1009,FEW,mostly clear,FEW,mostly clear,-TSRA,thunderstorm with light rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-06-25,23,31,23,27,0,18.52,,W,3,10,,,1005,1010,FEW,mostly clear,OVC,overcast,RETS,recent thunderstorm,TS,thunderstorm,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,RERA,recent rain,-RA,light rain,-DZ,light drizzle,,,,,,,,,,
VTSP,Asia/Bangkok,2020-06-26,23,31,22,25,0,18.52,,NW,8,10,,,1007,1009,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-06-27,24,31,23,26,0,16.67,,W,10,10,,,1007,1009,FEW,mostly clear,SCT,partly cloudy,RETS,recent thunderstorm,TS,thunderstorm,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-06-28,24,28,23,26,0,24.08,44.45,E,3,10,,,1006,1009,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,RA,rain,RERA,recent rain,-RA,light rain,-SHRA,showers of light rain,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-06-29,25,31,24,26,0,20.37,,E,3.2,10,,,1006,1009,FEW,mostly clear,SCT,partly cloudy,RETS,recent thunderstorm,TS,thunderstorm,BR,mist,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-06-30,25,31,24,26,0,16.67,,W,7,10,,,1006,1009,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-01,25,31,24,26,0,16.67,,W,10,10,,,1006,1010,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-02,25,32,23,25,0,20.37,,W,10,10,,,1006,1009,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-03,26,32,24,25,0,20.37,,W,10,10,,,1007,1009,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-04,25,31,23,26,0,12.96,,E,10,10,,,1007,1010,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-05,24,32,23,26,0,14.82,,E,9,10,,,1005,1009,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TS,thunderstorm,-TSRA,thunderstorm with light rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-06,24,31,24,25,0,14.82,,W,10,10,,,1005,1009,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-07,24,29,22,25,0,20.37,,W,4,10,,,1007,1011,FEW,mostly clear,BKN,mostly cloudy,RA,rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-08,24,30,23,25,0,22.22,,NW,6,10,,,1007,1011,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,-RA,light rain,-SHRA,showers of light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-09,24,30,23,25,0,18.52,,NW,5,10,,,1006,1010,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-10,25,30,22,25,0,14.82,,NW,0.45,10,,,1007,1010,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,-DZ,light drizzle,FG,fog,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-11,24,31,23,26,0,22.22,,W,5,10,,,1006,1010,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,RETSRA,recent thunderstorm with rain,TS,thunderstorm,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,RA,rain,RERA,recent rain,-RA,light rain,-DZ,light drizzle,VCSH,showers in the vicinity,,,,
VTSP,Asia/Bangkok,2020-07-12,24,30,23,25,0,25.93,,W,7,10,,,1006,1010,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,-DZ,light drizzle,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-13,24,28,23,25,0,37.04,40.74,W,4,10,,,1007,1009,FEW,mostly clear,BKN,mostly cloudy,RETSRA,recent thunderstorm with rain,-TSRA,thunderstorm with light rain,RA,rain,RERA,recent rain,-RA,light rain,-DZ,light drizzle,VCSH,showers in the vicinity,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-14,24,31,22,25,0,12.96,,W,10,10,,,1006,1009,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-15,24,31,22,25,0,12.96,,W,10,10,,,1005,1009,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-16,25,32,24,25,0,14.82,,W,10,10,,,1005,1009,FEW,mostly clear,SCT,partly cloudy,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-17,25,32,23,26,0,16.67,,W,10,10,,,1005,1009,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-18,24,31,23,25,0,14.82,,W,10,10,,,1006,1009,FEW,mostly clear,SCT,partly cloudy,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-19,24,31,23,26,0,18.52,,W,10,10,,,1005,1009,FEW,mostly clear,SCT,partly cloudy,RETS,recent thunderstorm,TS,thunderstorm,-TSRA,thunderstorm with light rain,-RA,light rain,-DZ,light drizzle,VCSH,showers in the vicinity,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-20,24,31,23,26,0,12.96,,NW,8,10,,,1005,1009,FEW,mostly clear,SCT,partly cloudy,RETS,recent thunderstorm,TS,thunderstorm,-TSRA,thunderstorm with light rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-21,24,31,23,26,0,22.22,,W,3,10,,,1007,1010,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,RA,rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-22,24,30,23,25,0,12.96,,W,10,10,,,1006,1010,FEW,mostly clear,BKN,mostly cloudy,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-23,24,30,24,26,0,16.67,,W,4,10,,,1006,1010,FEW,mostly clear,BKN,mostly cloudy,RA,rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-24,24,31,24,25,0,12.96,,W,10,10,,,1005,1010,FEW,mostly clear,BKN,mostly cloudy,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-25,24,30,23,26,0,14.82,,S,8,10,,,1006,1009,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TS,thunderstorm,-TSRA,thunderstorm with light rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-26,25,30,23,26,0,12.96,,E,8,10,,,1006,1010,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,-RA,light rain,-DZ,light drizzle,VCSH,showers in the vicinity,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-27,25,31,23,26,0,14.82,,W,6,10,,,1005,1009,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-28,24,31,23,26,0,16.67,,E,5,10,,,1006,1010,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-29,25,32,22,26,0,12.96,,W,9,10,,,1007,1010,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-30,25,31,23,26,0,31.48,,W,9,10,,,1007,1010,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-07-31,24,28,22,25,5.56,27.78,46.3,W,3,10,,,1006,1010,FEW,mostly clear,OVC,overcast,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,RA,rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-01,24,29,23,25,12.96,50,70.38,W,7,10,,,1006,1009,FEW,mostly clear,BKN,mostly cloudy,RERA,recent rain,-RA,light rain,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-02,23,30,23,26,9.26,51.86,83.34,W,1,10,,,1004,1009,FEW,mostly clear,BKN,mostly cloudy,RETSRA,recent thunderstorm with rain,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,+RA,heavy rain,RA,rain,RERA,recent rain,-RA,light rain,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-03,27,31,23,25,12.96,38.89,48.15,W,6,10,,,1004,1007,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-04,23,31,22,25,0,35.19,57.41,W,5,10,,,1004,1007,FEW,mostly clear,BKN,mostly cloudy,RA,rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-05,25,31,24,26,0,11.11,,W,8,10,,,1005,1008,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-06,25,31,23,26,0,12.96,,E,10,10,,,1006,1009,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TS,thunderstorm,-RA,light rain,-DZ,light drizzle,VCSH,showers in the vicinity,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-07,25,31,23,26,0,18.52,,W,9,10,,,1006,1009,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,-SHRA,showers of light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-08,25,31,24,27,0,29.63,,W,5,10,,,1006,1009,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,RERA,recent rain,RESHRA,recent showers of rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-09,25,31,24,26,5.56,31.48,55.56,W,2,10,,,1006,1009,FEW,mostly clear,BKN,mostly cloudy,+SHRA,showers of heavy rain,RESHRA,recent showers of rain,SHRA,showers of rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-10,25,31,23,26,0,24.08,,W,10,10,,,1007,1011,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-11,25,31,24,26,0,22.22,,W,9,10,,,1007,1010,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-12,25,29,23,26,3.7,24.08,40.74,W,3,10,,,1007,1012,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,RESHRA,recent showers of rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-13,23,29,22,26,0,29.63,55.56,SW,5,10,,,1007,1012,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,RA,rain,RERA,recent rain,-RA,light rain,-DZ,light drizzle,VCSH,showers in the vicinity,,,,,,,,
VTSP,Asia/Bangkok,2020-08-14,25,32,24,26,0,12.96,,E,8,10,,,1006,1010,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-15,24,33,24,27,0,12.96,,E,10,10,,,1007,1010,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-16,25,31,23,26,0,16.67,,W,10,10,,,1006,1011,FEW,mostly clear,FEW,mostly clear,BR,mist,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-17,25,31,23,25,0,18.52,,W,10,10,,,1006,1010,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-18,25,31,23,25,0,24.08,,W,9,10,,,1005,1010,FEW,mostly clear,SCT,partly cloudy,RERA,recent rain,-RA,light rain,-DZ,light drizzle,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-19,25,31,23,26,0,18.52,,W,10,10,,,1005,1010,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-20,25,31,22,25,0,12.96,,NW,10,10,,,1005,1010,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-21,24,32,23,25,0,20.37,,NW,10,10,,,1008,1011,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-22,25,32,23,25,0,20.37,,W,10,10,,,1008,1011,FEW,mostly clear,SCT,partly cloudy,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-23,25,31,23,25,0,14.82,,W,10,10,,,1008,1011,FEW,mostly clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-24,24,32,21,25,0,16.67,,W,10,10,,,1006,1011,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-25,25,32,23,26,0,16.67,,NW,9,10,,,1007,1011,FEW,mostly clear,SCT,partly cloudy,-RA,light rain,-DZ,light drizzle,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-26,25,32,23,25,0,16.67,38.89,W,10,10,,,1007,1010,FEW,mostly clear,SCT,partly cloudy,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-27,25,32,23,25,0,16.67,,NW,8,10,,,1006,1010,FEW,mostly clear,SCT,partly cloudy,-RA,light rain,-DZ,light drizzle,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-28,25,32,23,26,0,22.22,,W,10,10,,,1005,1008,FEW,mostly clear,SCT,partly cloudy,-RA,light rain,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-29,25,31,24,26,0,18.52,,W,8,10,,,1004,1008,FEW,mostly clear,BKN,mostly cloudy,+RA,heavy rain,RA,rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-30,25,32,23,25,0,16.67,,W,9,10,,,1004,1008,FEW,mostly clear,SCT,partly cloudy,RETS,recent thunderstorm,TS,thunderstorm,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-08-31,25,32,23,25,0,16.67,,W,9,10,,,1004,1009,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-09-01,24,31,23,25,0,16.67,,E,9,10,,,1005,1010,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,-RA,light rain,-DZ,light drizzle,VCSH,showers in the vicinity,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-09-02,25,31,24,26,0,11.11,,E,8,10,,,1007,1010,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TS,thunderstorm,-TSRA,thunderstorm with light rain,RA,rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-09-03,25,33,22,26,1.85,27.78,,E,7,10,,,1006,1010,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-09-04,24,30,23,25,0,16.67,,E,6,10,,,1005,1011,FEW,mostly clear,BKN,mostly cloudy,RERA,recent rain,-RA,light rain,-DZ,light drizzle,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-09-05,24,31,24,26,0,16.67,,W,5,10,,,1006,1009,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,RA,rain,RERA,recent rain,-RA,light rain,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-09-06,23,30,22,25,0,16.67,,W,2.5,10,,,1007,1011,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,+RA,heavy rain,RERA,recent rain,-RA,light rain,-DZ,light drizzle,VCSH,showers in the vicinity,,,,,,,,,,
VTSP,Asia/Bangkok,2020-09-07,24,31,23,26,0,16.67,,W,10,10,,,1006,1010,FEW,mostly clear,SCT,partly cloudy,-RA,light rain,-DZ,light drizzle,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-09-08,24,31,23,25,0,20.37,,W,5,10,,,1007,1012,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,TS,thunderstorm,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,
VTSP,Asia/Bangkok,2020-09-09,24,31,23,26,0,20.37,,W,8,10,,,1006,1011,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-09-10,24,29,23,26,0,29.63,,W,1,10,,,1005,1009,FEW,mostly clear,OVC,overcast,RETSRA,recent thunderstorm with rain,+TSRA,thunderstorm with heavy rain,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,+RA,heavy rain,RA,rain,RERA,recent rain,-RA,light rain,-DZ,light drizzle,VCSH,showers in the vicinity,,,,
VTSP,Asia/Bangkok,2020-09-11,23,29,23,25,0,27.78,,W,8,10,,,1006,1011,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,-DZ,light drizzle,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-09-12,24,29,23,25,0,33.34,44.45,W,3,10,,,1008,1012,FEW,mostly clear,BKN,mostly cloudy,RA,rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-09-13,23,31,23,24,0,25.93,,W,9,10,,,1008,1012,FEW,mostly clear,BKN,mostly cloudy,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-09-14,24,31,23,25,0,16.67,,W,10,10,,,1006,1011,FEW,mostly clear,SCT,partly cloudy,-DZ,light drizzle,,,,,,,,,,,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-09-15,24,28,23,25,0,16.67,,W,4,10,,,1007,1012,FEW,mostly clear,BKN,mostly cloudy,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,TSRA,thunderstorm with rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,
VTSP,Asia/Bangkok,2020-09-16,25,30,23,25,3.7,37.04,55.56,W,7,10,,,1007,1012,FEW,mostly clear,OVC,overcast,RETS,recent thunderstorm,-TSRA,thunderstorm with light rain,RERA,recent rain,-RA,light rain,VCSH,showers in the vicinity,,,,,,,,,,,,,,
